,moves
9537,"why in chess game, player took the following move - e4 c5 Nf3 d6 d4 cxd4 Nxd4 a6 Nc3 Nf6 h3 Nc6 Be3 g6 Qd2 Bg7 O-O-O Bd7 g4 O-O f3 Ne5 f4 Nc6 f5 e5 fxg6 exd4 gxh7+ Nxh7 Bh6 dxc3 Qf4 cxb2+ Kb1 Bxh6 Qxh6 Qf6 Qe3 Rae8 Bd3 Ne5 Rdf1"
9538,"why in chess game, player took the following move - e4 c5 Nf3 d6 d4 cxd4 Nxd4 a6 Nc3 Nf6 h3 Nc6 Be3 g6 Qd2 Bg7 O-O-O Bd7 g4 O-O f3 Ne5 f4 Nc6 f5 e5 fxg6 exd4 gxh7+ Nxh7 Bh6 dxc3 Qf4 cxb2+ Kb1 Bxh6 Qxh6 Qf6 Qe3 Rae8 Bd3 Ne5 Rdf1 Qh4"
9539,"why in chess game, player took the following move - e4 c5 Nf3 d6 d4 cxd4 Nxd4 a6 Nc3 Nf6 h3 Nc6 Be3 g6 Qd2 Bg7 O-O-O Bd7 g4 O-O f3 Ne5 f4 Nc6 f5 e5 fxg6 exd4 gxh7+ Nxh7 Bh6 dxc3 Qf4 cxb2+ Kb1 Bxh6 Qxh6 Qf6 Qe3 Rae8 Bd3 Ne5 Rdf1 Qh4 Be2"
9540,"why in chess game, player took the following move - e4 c5 Nf3 d6 d4 cxd4 Nxd4 a6 Nc3 Nf6 h3 Nc6 Be3 g6 Qd2 Bg7 O-O-O Bd7 g4 O-O f3 Ne5 f4 Nc6 f5 e5 fxg6 exd4 gxh7+ Nxh7 Bh6 dxc3 Qf4 cxb2+ Kb1 Bxh6 Qxh6 Qf6 Qe3 Rae8 Bd3 Ne5 Rdf1 Qh4 Be2 Bc6"
9541,"why in chess game, player took the following move - e4 c5 Nf3 d6 d4 cxd4 Nxd4 a6 Nc3 Nf6 h3 Nc6 Be3 g6 Qd2 Bg7 O-O-O Bd7 g4 O-O f3 Ne5 f4 Nc6 f5 e5 fxg6 exd4 gxh7+ Nxh7 Bh6 dxc3 Qf4 cxb2+ Kb1 Bxh6 Qxh6 Qf6 Qe3 Rae8 Bd3 Ne5 Rdf1 Qh4 Be2 Bc6 Rh2"
9542,"why in chess game, player took the following move - e4 c5 Nf3 d6 d4 cxd4 Nxd4 a6 Nc3 Nf6 h3 Nc6 Be3 g6 Qd2 Bg7 O-O-O Bd7 g4 O-O f3 Ne5 f4 Nc6 f5 e5 fxg6 exd4 gxh7+ Nxh7 Bh6 dxc3 Qf4 cxb2+ Kb1 Bxh6 Qxh6 Qf6 Qe3 Rae8 Bd3 Ne5 Rdf1 Qh4 Be2 Bc6 Rh2 Kh8"
9543,"why in chess game, player took the following move - e4 c5 Nf3 d6 d4 cxd4 Nxd4 a6 Nc3 Nf6 h3 Nc6 Be3 g6 Qd2 Bg7 O-O-O Bd7 g4 O-O f3 Ne5 f4 Nc6 f5 e5 fxg6 exd4 gxh7+ Nxh7 Bh6 dxc3 Qf4 cxb2+ Kb1 Bxh6 Qxh6 Qf6 Qe3 Rae8 Bd3 Ne5 Rdf1 Qh4 Be2 Bc6 Rh2 Kh8 Rhf2"
9544,"why in chess game, player took the following move - e4 c5 Nf3 d6 d4 cxd4 Nxd4 a6 Nc3 Nf6 h3 Nc6 Be3 g6 Qd2 Bg7 O-O-O Bd7 g4 O-O f3 Ne5 f4 Nc6 f5 e5 fxg6 exd4 gxh7+ Nxh7 Bh6 dxc3 Qf4 cxb2+ Kb1 Bxh6 Qxh6 Qf6 Qe3 Rae8 Bd3 Ne5 Rdf1 Qh4 Be2 Bc6 Rh2 Kh8 Rhf2 Ng5"
9545,"why in chess game, player took the following move - e4 c5 Nf3 d6 d4 cxd4 Nxd4 a6 Nc3 Nf6 h3 Nc6 Be3 g6 Qd2 Bg7 O-O-O Bd7 g4 O-O f3 Ne5 f4 Nc6 f5 e5 fxg6 exd4 gxh7+ Nxh7 Bh6 dxc3 Qf4 cxb2+ Kb1 Bxh6 Qxh6 Qf6 Qe3 Rae8 Bd3 Ne5 Rdf1 Qh4 Be2 Bc6 Rh2 Kh8 Rhf2 Ng5 Rf5"
9546,"why in chess game, player took the following move - e4 c5 Nf3 d6 d4 cxd4 Nxd4 a6 Nc3 Nf6 h3 Nc6 Be3 g6 Qd2 Bg7 O-O-O Bd7 g4 O-O f3 Ne5 f4 Nc6 f5 e5 fxg6 exd4 gxh7+ Nxh7 Bh6 dxc3 Qf4 cxb2+ Kb1 Bxh6 Qxh6 Qf6 Qe3 Rae8 Bd3 Ne5 Rdf1 Qh4 Be2 Bc6 Rh2 Kh8 Rhf2 Ng5 Rf5 Re6"
9547,"why in chess game, player took the following move - e4 c5 Nf3 d6 d4 cxd4 Nxd4 a6 Nc3 Nf6 h3 Nc6 Be3 g6 Qd2 Bg7 O-O-O Bd7 g4 O-O f3 Ne5 f4 Nc6 f5 e5 fxg6 exd4 gxh7+ Nxh7 Bh6 dxc3 Qf4 cxb2+ Kb1 Bxh6 Qxh6 Qf6 Qe3 Rae8 Bd3 Ne5 Rdf1 Qh4 Be2 Bc6 Rh2 Kh8 Rhf2 Ng5 Rf5 Re6 Bd3"
9548,"why in chess game, player took the following move - e4 c5 Nf3 d6 d4 cxd4 Nxd4 a6 Nc3 Nf6 h3 Nc6 Be3 g6 Qd2 Bg7 O-O-O Bd7 g4 O-O f3 Ne5 f4 Nc6 f5 e5 fxg6 exd4 gxh7+ Nxh7 Bh6 dxc3 Qf4 cxb2+ Kb1 Bxh6 Qxh6 Qf6 Qe3 Rae8 Bd3 Ne5 Rdf1 Qh4 Be2 Bc6 Rh2 Kh8 Rhf2 Ng5 Rf5 Re6 Bd3 Kg7"
9549,"why in chess game, player took the following move - e4 c5 Nf3 d6 d4 cxd4 Nxd4 a6 Nc3 Nf6 h3 Nc6 Be3 g6 Qd2 Bg7 O-O-O Bd7 g4 O-O f3 Ne5 f4 Nc6 f5 e5 fxg6 exd4 gxh7+ Nxh7 Bh6 dxc3 Qf4 cxb2+ Kb1 Bxh6 Qxh6 Qf6 Qe3 Rae8 Bd3 Ne5 Rdf1 Qh4 Be2 Bc6 Rh2 Kh8 Rhf2 Ng5 Rf5 Re6 Bd3 Kg7 Rxg5+"
9550,"why in chess game, player took the following move - e4 c5 Nf3 d6 d4 cxd4 Nxd4 a6 Nc3 Nf6 h3 Nc6 Be3 g6 Qd2 Bg7 O-O-O Bd7 g4 O-O f3 Ne5 f4 Nc6 f5 e5 fxg6 exd4 gxh7+ Nxh7 Bh6 dxc3 Qf4 cxb2+ Kb1 Bxh6 Qxh6 Qf6 Qe3 Rae8 Bd3 Ne5 Rdf1 Qh4 Be2 Bc6 Rh2 Kh8 Rhf2 Ng5 Rf5 Re6 Bd3 Kg7 Rxg5+ Rg6"
9551,"why in chess game, player took the following move - e4 c5 Nf3 d6 d4 cxd4 Nxd4 a6 Nc3 Nf6 h3 Nc6 Be3 g6 Qd2 Bg7 O-O-O Bd7 g4 O-O f3 Ne5 f4 Nc6 f5 e5 fxg6 exd4 gxh7+ Nxh7 Bh6 dxc3 Qf4 cxb2+ Kb1 Bxh6 Qxh6 Qf6 Qe3 Rae8 Bd3 Ne5 Rdf1 Qh4 Be2 Bc6 Rh2 Kh8 Rhf2 Ng5 Rf5 Re6 Bd3 Kg7 Rxg5+ Rg6 Rh5"
9552,"why in chess game, player took the following move - e4 c5 Nf3 d6 d4 cxd4 Nxd4 a6 Nc3 Nf6 h3 Nc6 Be3 g6 Qd2 Bg7 O-O-O Bd7 g4 O-O f3 Ne5 f4 Nc6 f5 e5 fxg6 exd4 gxh7+ Nxh7 Bh6 dxc3 Qf4 cxb2+ Kb1 Bxh6 Qxh6 Qf6 Qe3 Rae8 Bd3 Ne5 Rdf1 Qh4 Be2 Bc6 Rh2 Kh8 Rhf2 Ng5 Rf5 Re6 Bd3 Kg7 Rxg5+ Rg6 Rh5 Nxg4"
9553,"why in chess game, player took the following move - e4 c5 Nf3 d6 d4 cxd4 Nxd4 a6 Nc3 Nf6 h3 Nc6 Be3 g6 Qd2 Bg7 O-O-O Bd7 g4 O-O f3 Ne5 f4 Nc6 f5 e5 fxg6 exd4 gxh7+ Nxh7 Bh6 dxc3 Qf4 cxb2+ Kb1 Bxh6 Qxh6 Qf6 Qe3 Rae8 Bd3 Ne5 Rdf1 Qh4 Be2 Bc6 Rh2 Kh8 Rhf2 Ng5 Rf5 Re6 Bd3 Kg7 Rxg5+ Rg6 Rh5 Nxg4 Qd4+"
9554,"why in chess game, player took the following move - e4 c5 Nf3 d6 d4 cxd4 Nxd4 a6 Nc3 Nf6 h3 Nc6 Be3 g6 Qd2 Bg7 O-O-O Bd7 g4 O-O f3 Ne5 f4 Nc6 f5 e5 fxg6 exd4 gxh7+ Nxh7 Bh6 dxc3 Qf4 cxb2+ Kb1 Bxh6 Qxh6 Qf6 Qe3 Rae8 Bd3 Ne5 Rdf1 Qh4 Be2 Bc6 Rh2 Kh8 Rhf2 Ng5 Rf5 Re6 Bd3 Kg7 Rxg5+ Rg6 Rh5 Nxg4 Qd4+ f6"
9555,"why in chess game, player took the following move - e4 c5 Nf3 d6 d4 cxd4 Nxd4 a6 Nc3 Nf6 h3 Nc6 Be3 g6 Qd2 Bg7 O-O-O Bd7 g4 O-O f3 Ne5 f4 Nc6 f5 e5 fxg6 exd4 gxh7+ Nxh7 Bh6 dxc3 Qf4 cxb2+ Kb1 Bxh6 Qxh6 Qf6 Qe3 Rae8 Bd3 Ne5 Rdf1 Qh4 Be2 Bc6 Rh2 Kh8 Rhf2 Ng5 Rf5 Re6 Bd3 Kg7 Rxg5+ Rg6 Rh5 Nxg4 Qd4+ f6 Rxh4"
9556,"why in chess game, player took the following move - e4 c5 Nf3 d6 d4 cxd4 Nxd4 a6 Nc3 Nf6 h3 Nc6 Be3 g6 Qd2 Bg7 O-O-O Bd7 g4 O-O f3 Ne5 f4 Nc6 f5 e5 fxg6 exd4 gxh7+ Nxh7 Bh6 dxc3 Qf4 cxb2+ Kb1 Bxh6 Qxh6 Qf6 Qe3 Rae8 Bd3 Ne5 Rdf1 Qh4 Be2 Bc6 Rh2 Kh8 Rhf2 Ng5 Rf5 Re6 Bd3 Kg7 Rxg5+ Rg6 Rh5 Nxg4 Qd4+ f6 Rxh4 Ne5"
9557,"why in chess game, player took the following move - e4 c5 Nf3 d6 d4 cxd4 Nxd4 a6 Nc3 Nf6 h3 Nc6 Be3 g6 Qd2 Bg7 O-O-O Bd7 g4 O-O f3 Ne5 f4 Nc6 f5 e5 fxg6 exd4 gxh7+ Nxh7 Bh6 dxc3 Qf4 cxb2+ Kb1 Bxh6 Qxh6 Qf6 Qe3 Rae8 Bd3 Ne5 Rdf1 Qh4 Be2 Bc6 Rh2 Kh8 Rhf2 Ng5 Rf5 Re6 Bd3 Kg7 Rxg5+ Rg6 Rh5 Nxg4 Qd4+ f6 Rxh4 Ne5 Qxd6"
9558,"why in chess game, player took the following move - e4 c5 Nf3 d6 d4 cxd4 Nxd4 a6 Nc3 Nf6 h3 Nc6 Be3 g6 Qd2 Bg7 O-O-O Bd7 g4 O-O f3 Ne5 f4 Nc6 f5 e5 fxg6 exd4 gxh7+ Nxh7 Bh6 dxc3 Qf4 cxb2+ Kb1 Bxh6 Qxh6 Qf6 Qe3 Rae8 Bd3 Ne5 Rdf1 Qh4 Be2 Bc6 Rh2 Kh8 Rhf2 Ng5 Rf5 Re6 Bd3 Kg7 Rxg5+ Rg6 Rh5 Nxg4 Qd4+ f6 Rxh4 Ne5 Qxd6 Nxd3"
9559,"why in chess game, player took the following move - e4 c5 Nf3 d6 d4 cxd4 Nxd4 a6 Nc3 Nf6 h3 Nc6 Be3 g6 Qd2 Bg7 O-O-O Bd7 g4 O-O f3 Ne5 f4 Nc6 f5 e5 fxg6 exd4 gxh7+ Nxh7 Bh6 dxc3 Qf4 cxb2+ Kb1 Bxh6 Qxh6 Qf6 Qe3 Rae8 Bd3 Ne5 Rdf1 Qh4 Be2 Bc6 Rh2 Kh8 Rhf2 Ng5 Rf5 Re6 Bd3 Kg7 Rxg5+ Rg6 Rh5 Nxg4 Qd4+ f6 Rxh4 Ne5 Qxd6 Nxd3 cxd3"
9560,"why in chess game, player took the following move - e4 c5 Nf3 d6 d4 cxd4 Nxd4 a6 Nc3 Nf6 h3 Nc6 Be3 g6 Qd2 Bg7 O-O-O Bd7 g4 O-O f3 Ne5 f4 Nc6 f5 e5 fxg6 exd4 gxh7+ Nxh7 Bh6 dxc3 Qf4 cxb2+ Kb1 Bxh6 Qxh6 Qf6 Qe3 Rae8 Bd3 Ne5 Rdf1 Qh4 Be2 Bc6 Rh2 Kh8 Rhf2 Ng5 Rf5 Re6 Bd3 Kg7 Rxg5+ Rg6 Rh5 Nxg4 Qd4+ f6 Rxh4 Ne5 Qxd6 Nxd3 cxd3 Bb5"
9561,"why in chess game, player took the following move - e4 c5 Nf3 d6 d4 cxd4 Nxd4 a6 Nc3 Nf6 h3 Nc6 Be3 g6 Qd2 Bg7 O-O-O Bd7 g4 O-O f3 Ne5 f4 Nc6 f5 e5 fxg6 exd4 gxh7+ Nxh7 Bh6 dxc3 Qf4 cxb2+ Kb1 Bxh6 Qxh6 Qf6 Qe3 Rae8 Bd3 Ne5 Rdf1 Qh4 Be2 Bc6 Rh2 Kh8 Rhf2 Ng5 Rf5 Re6 Bd3 Kg7 Rxg5+ Rg6 Rh5 Nxg4 Qd4+ f6 Rxh4 Ne5 Qxd6 Nxd3 cxd3 Bb5 e5"
9562,"why in chess game, player took the following move - e4 c5 Nf3 d6 d4 cxd4 Nxd4 a6 Nc3 Nf6 h3 Nc6 Be3 g6 Qd2 Bg7 O-O-O Bd7 g4 O-O f3 Ne5 f4 Nc6 f5 e5 fxg6 exd4 gxh7+ Nxh7 Bh6 dxc3 Qf4 cxb2+ Kb1 Bxh6 Qxh6 Qf6 Qe3 Rae8 Bd3 Ne5 Rdf1 Qh4 Be2 Bc6 Rh2 Kh8 Rhf2 Ng5 Rf5 Re6 Bd3 Kg7 Rxg5+ Rg6 Rh5 Nxg4 Qd4+ f6 Rxh4 Ne5 Qxd6 Nxd3 cxd3 Bb5 e5 f5"
9563,"why in chess game, player took the following move - e4 c5 Nf3 d6 d4 cxd4 Nxd4 a6 Nc3 Nf6 h3 Nc6 Be3 g6 Qd2 Bg7 O-O-O Bd7 g4 O-O f3 Ne5 f4 Nc6 f5 e5 fxg6 exd4 gxh7+ Nxh7 Bh6 dxc3 Qf4 cxb2+ Kb1 Bxh6 Qxh6 Qf6 Qe3 Rae8 Bd3 Ne5 Rdf1 Qh4 Be2 Bc6 Rh2 Kh8 Rhf2 Ng5 Rf5 Re6 Bd3 Kg7 Rxg5+ Rg6 Rh5 Nxg4 Qd4+ f6 Rxh4 Ne5 Qxd6 Nxd3 cxd3 Bb5 e5 f5 Qd4"
9564,"why in chess game, player took the following move - e4 c5 Nf3 d6 d4 cxd4 Nxd4 a6 Nc3 Nf6 h3 Nc6 Be3 g6 Qd2 Bg7 O-O-O Bd7 g4 O-O f3 Ne5 f4 Nc6 f5 e5 fxg6 exd4 gxh7+ Nxh7 Bh6 dxc3 Qf4 cxb2+ Kb1 Bxh6 Qxh6 Qf6 Qe3 Rae8 Bd3 Ne5 Rdf1 Qh4 Be2 Bc6 Rh2 Kh8 Rhf2 Ng5 Rf5 Re6 Bd3 Kg7 Rxg5+ Rg6 Rh5 Nxg4 Qd4+ f6 Rxh4 Ne5 Qxd6 Nxd3 cxd3 Bb5 e5 f5 Qd4 Rf7"
9565,"why in chess game, player took the following move - e4 c5 Nf3 d6 d4 cxd4 Nxd4 a6 Nc3 Nf6 h3 Nc6 Be3 g6 Qd2 Bg7 O-O-O Bd7 g4 O-O f3 Ne5 f4 Nc6 f5 e5 fxg6 exd4 gxh7+ Nxh7 Bh6 dxc3 Qf4 cxb2+ Kb1 Bxh6 Qxh6 Qf6 Qe3 Rae8 Bd3 Ne5 Rdf1 Qh4 Be2 Bc6 Rh2 Kh8 Rhf2 Ng5 Rf5 Re6 Bd3 Kg7 Rxg5+ Rg6 Rh5 Nxg4 Qd4+ f6 Rxh4 Ne5 Qxd6 Nxd3 cxd3 Bb5 e5 f5 Qd4 Rf7 e6+"
9566,"why in chess game, player took the following move - e4 c5 Nf3 d6 d4 cxd4 Nxd4 a6 Nc3 Nf6 h3 Nc6 Be3 g6 Qd2 Bg7 O-O-O Bd7 g4 O-O f3 Ne5 f4 Nc6 f5 e5 fxg6 exd4 gxh7+ Nxh7 Bh6 dxc3 Qf4 cxb2+ Kb1 Bxh6 Qxh6 Qf6 Qe3 Rae8 Bd3 Ne5 Rdf1 Qh4 Be2 Bc6 Rh2 Kh8 Rhf2 Ng5 Rf5 Re6 Bd3 Kg7 Rxg5+ Rg6 Rh5 Nxg4 Qd4+ f6 Rxh4 Ne5 Qxd6 Nxd3 cxd3 Bb5 e5 f5 Qd4 Rf7 e6+ Rff6"
9567,"why in chess game, player took the following move - e4 c5 Nf3 d6 d4 cxd4 Nxd4 a6 Nc3 Nf6 h3 Nc6 Be3 g6 Qd2 Bg7 O-O-O Bd7 g4 O-O f3 Ne5 f4 Nc6 f5 e5 fxg6 exd4 gxh7+ Nxh7 Bh6 dxc3 Qf4 cxb2+ Kb1 Bxh6 Qxh6 Qf6 Qe3 Rae8 Bd3 Ne5 Rdf1 Qh4 Be2 Bc6 Rh2 Kh8 Rhf2 Ng5 Rf5 Re6 Bd3 Kg7 Rxg5+ Rg6 Rh5 Nxg4 Qd4+ f6 Rxh4 Ne5 Qxd6 Nxd3 cxd3 Bb5 e5 f5 Qd4 Rf7 e6+ Rff6 e7"
9568,"why in chess game, player took the following move - e4 c5 Nf3 d6 d4 cxd4 Nxd4 a6 Nc3 Nf6 h3 Nc6 Be3 g6 Qd2 Bg7 O-O-O Bd7 g4 O-O f3 Ne5 f4 Nc6 f5 e5 fxg6 exd4 gxh7+ Nxh7 Bh6 dxc3 Qf4 cxb2+ Kb1 Bxh6 Qxh6 Qf6 Qe3 Rae8 Bd3 Ne5 Rdf1 Qh4 Be2 Bc6 Rh2 Kh8 Rhf2 Ng5 Rf5 Re6 Bd3 Kg7 Rxg5+ Rg6 Rh5 Nxg4 Qd4+ f6 Rxh4 Ne5 Qxd6 Nxd3 cxd3 Bb5 e5 f5 Qd4 Rf7 e6+ Rff6 e7 Kf7"
9569,"why in chess game, player took the following move - e4 c5 Nf3 d6 d4 cxd4 Nxd4 a6 Nc3 Nf6 h3 Nc6 Be3 g6 Qd2 Bg7 O-O-O Bd7 g4 O-O f3 Ne5 f4 Nc6 f5 e5 fxg6 exd4 gxh7+ Nxh7 Bh6 dxc3 Qf4 cxb2+ Kb1 Bxh6 Qxh6 Qf6 Qe3 Rae8 Bd3 Ne5 Rdf1 Qh4 Be2 Bc6 Rh2 Kh8 Rhf2 Ng5 Rf5 Re6 Bd3 Kg7 Rxg5+ Rg6 Rh5 Nxg4 Qd4+ f6 Rxh4 Ne5 Qxd6 Nxd3 cxd3 Bb5 e5 f5 Qd4 Rf7 e6+ Rff6 e7 Kf7 Rh7+"
9570,"why in chess game, player took the following move - e4 c5 Nf3 d6 d4 cxd4 Nxd4 a6 Nc3 Nf6 h3 Nc6 Be3 g6 Qd2 Bg7 O-O-O Bd7 g4 O-O f3 Ne5 f4 Nc6 f5 e5 fxg6 exd4 gxh7+ Nxh7 Bh6 dxc3 Qf4 cxb2+ Kb1 Bxh6 Qxh6 Qf6 Qe3 Rae8 Bd3 Ne5 Rdf1 Qh4 Be2 Bc6 Rh2 Kh8 Rhf2 Ng5 Rf5 Re6 Bd3 Kg7 Rxg5+ Rg6 Rh5 Nxg4 Qd4+ f6 Rxh4 Ne5 Qxd6 Nxd3 cxd3 Bb5 e5 f5 Qd4 Rf7 e6+ Rff6 e7 Kf7 Rh7+ Ke8"
9571,"why in chess game, player took the following move - e4 c5 Nf3 d6 d4 cxd4 Nxd4 a6 Nc3 Nf6 h3 Nc6 Be3 g6 Qd2 Bg7 O-O-O Bd7 g4 O-O f3 Ne5 f4 Nc6 f5 e5 fxg6 exd4 gxh7+ Nxh7 Bh6 dxc3 Qf4 cxb2+ Kb1 Bxh6 Qxh6 Qf6 Qe3 Rae8 Bd3 Ne5 Rdf1 Qh4 Be2 Bc6 Rh2 Kh8 Rhf2 Ng5 Rf5 Re6 Bd3 Kg7 Rxg5+ Rg6 Rh5 Nxg4 Qd4+ f6 Rxh4 Ne5 Qxd6 Nxd3 cxd3 Bb5 e5 f5 Qd4 Rf7 e6+ Rff6 e7 Kf7 Rh7+ Ke8 Qd8#"
9572,"why in chess game, player took the following move - d4"
9573,"why in chess game, player took the following move - d4 Nf6"
9574,"why in chess game, player took the following move - d4 Nf6 Nf3"
9575,"why in chess game, player took the following move - d4 Nf6 Nf3 e6"
9576,"why in chess game, player took the following move - d4 Nf6 Nf3 e6 c4"
9577,"why in chess game, player took the following move - d4 Nf6 Nf3 e6 c4 c5"
9578,"why in chess game, player took the following move - d4 Nf6 Nf3 e6 c4 c5 e3"
9579,"why in chess game, player took the following move - d4 Nf6 Nf3 e6 c4 c5 e3 cxd4"
9580,"why in chess game, player took the following move - d4 Nf6 Nf3 e6 c4 c5 e3 cxd4 exd4"
9581,"why in chess game, player took the following move - d4 Nf6 Nf3 e6 c4 c5 e3 cxd4 exd4 d5"
9582,"why in chess game, player took the following move - d4 Nf6 Nf3 e6 c4 c5 e3 cxd4 exd4 d5 c5"
9583,"why in chess game, player took the following move - d4 Nf6 Nf3 e6 c4 c5 e3 cxd4 exd4 d5 c5 Be7"
9584,"why in chess game, player took the following move - d4 Nf6 Nf3 e6 c4 c5 e3 cxd4 exd4 d5 c5 Be7 Bb5+"
9585,"why in chess game, player took the following move - d4 Nf6 Nf3 e6 c4 c5 e3 cxd4 exd4 d5 c5 Be7 Bb5+ Nc6"
9586,"why in chess game, player took the following move - d4 Nf6 Nf3 e6 c4 c5 e3 cxd4 exd4 d5 c5 Be7 Bb5+ Nc6 O-O"
9587,"why in chess game, player took the following move - d4 Nf6 Nf3 e6 c4 c5 e3 cxd4 exd4 d5 c5 Be7 Bb5+ Nc6 O-O Bd7"
9588,"why in chess game, player took the following move - d4 Nf6 Nf3 e6 c4 c5 e3 cxd4 exd4 d5 c5 Be7 Bb5+ Nc6 O-O Bd7 a4"
9589,"why in chess game, player took the following move - d4 Nf6 Nf3 e6 c4 c5 e3 cxd4 exd4 d5 c5 Be7 Bb5+ Nc6 O-O Bd7 a4 b6"
9590,"why in chess game, player took the following move - d4 Nf6 Nf3 e6 c4 c5 e3 cxd4 exd4 d5 c5 Be7 Bb5+ Nc6 O-O Bd7 a4 b6 b4"
9591,"why in chess game, player took the following move - d4 Nf6 Nf3 e6 c4 c5 e3 cxd4 exd4 d5 c5 Be7 Bb5+ Nc6 O-O Bd7 a4 b6 b4 Nxb4"
9592,"why in chess game, player took the following move - d4 Nf6 Nf3 e6 c4 c5 e3 cxd4 exd4 d5 c5 Be7 Bb5+ Nc6 O-O Bd7 a4 b6 b4 Nxb4 Bxd7+"
9593,"why in chess game, player took the following move - d4 Nf6 Nf3 e6 c4 c5 e3 cxd4 exd4 d5 c5 Be7 Bb5+ Nc6 O-O Bd7 a4 b6 b4 Nxb4 Bxd7+ Nxd7"
9594,"why in chess game, player took the following move - d4 Nf6 Nf3 e6 c4 c5 e3 cxd4 exd4 d5 c5 Be7 Bb5+ Nc6 O-O Bd7 a4 b6 b4 Nxb4 Bxd7+ Nxd7 cxb6"
9595,"why in chess game, player took the following move - d4 Nf6 Nf3 e6 c4 c5 e3 cxd4 exd4 d5 c5 Be7 Bb5+ Nc6 O-O Bd7 a4 b6 b4 Nxb4 Bxd7+ Nxd7 cxb6 Qxb6"
9596,"why in chess game, player took the following move - d4 Nf6 Nf3 e6 c4 c5 e3 cxd4 exd4 d5 c5 Be7 Bb5+ Nc6 O-O Bd7 a4 b6 b4 Nxb4 Bxd7+ Nxd7 cxb6 Qxb6 Nc3"
9597,"why in chess game, player took the following move - d4 Nf6 Nf3 e6 c4 c5 e3 cxd4 exd4 d5 c5 Be7 Bb5+ Nc6 O-O Bd7 a4 b6 b4 Nxb4 Bxd7+ Nxd7 cxb6 Qxb6 Nc3 Nc6"
9598,"why in chess game, player took the following move - d4 Nf6 Nf3 e6 c4 c5 e3 cxd4 exd4 d5 c5 Be7 Bb5+ Nc6 O-O Bd7 a4 b6 b4 Nxb4 Bxd7+ Nxd7 cxb6 Qxb6 Nc3 Nc6 Ne5"
9599,"why in chess game, player took the following move - d4 Nf6 Nf3 e6 c4 c5 e3 cxd4 exd4 d5 c5 Be7 Bb5+ Nc6 O-O Bd7 a4 b6 b4 Nxb4 Bxd7+ Nxd7 cxb6 Qxb6 Nc3 Nc6 Ne5 Ndxe5"
9600,"why in chess game, player took the following move - d4 Nf6 Nf3 e6 c4 c5 e3 cxd4 exd4 d5 c5 Be7 Bb5+ Nc6 O-O Bd7 a4 b6 b4 Nxb4 Bxd7+ Nxd7 cxb6 Qxb6 Nc3 Nc6 Ne5 Ndxe5 dxe5"
9601,"why in chess game, player took the following move - d4 Nf6 Nf3 e6 c4 c5 e3 cxd4 exd4 d5 c5 Be7 Bb5+ Nc6 O-O Bd7 a4 b6 b4 Nxb4 Bxd7+ Nxd7 cxb6 Qxb6 Nc3 Nc6 Ne5 Ndxe5 dxe5 Nxe5"
9602,"why in chess game, player took the following move - d4 Nf6 Nf3 e6 c4 c5 e3 cxd4 exd4 d5 c5 Be7 Bb5+ Nc6 O-O Bd7 a4 b6 b4 Nxb4 Bxd7+ Nxd7 cxb6 Qxb6 Nc3 Nc6 Ne5 Ndxe5 dxe5 Nxe5 Be3"
9603,"why in chess game, player took the following move - d4 Nf6 Nf3 e6 c4 c5 e3 cxd4 exd4 d5 c5 Be7 Bb5+ Nc6 O-O Bd7 a4 b6 b4 Nxb4 Bxd7+ Nxd7 cxb6 Qxb6 Nc3 Nc6 Ne5 Ndxe5 dxe5 Nxe5 Be3 Qd8"
9604,"why in chess game, player took the following move - d4 Nf6 Nf3 e6 c4 c5 e3 cxd4 exd4 d5 c5 Be7 Bb5+ Nc6 O-O Bd7 a4 b6 b4 Nxb4 Bxd7+ Nxd7 cxb6 Qxb6 Nc3 Nc6 Ne5 Ndxe5 dxe5 Nxe5 Be3 Qd8 Qe2"
9605,"why in chess game, player took the following move - d4 Nf6 Nf3 e6 c4 c5 e3 cxd4 exd4 d5 c5 Be7 Bb5+ Nc6 O-O Bd7 a4 b6 b4 Nxb4 Bxd7+ Nxd7 cxb6 Qxb6 Nc3 Nc6 Ne5 Ndxe5 dxe5 Nxe5 Be3 Qd8 Qe2 Nd7"
9606,"why in chess game, player took the following move - d4 Nf6 Nf3 e6 c4 c5 e3 cxd4 exd4 d5 c5 Be7 Bb5+ Nc6 O-O Bd7 a4 b6 b4 Nxb4 Bxd7+ Nxd7 cxb6 Qxb6 Nc3 Nc6 Ne5 Ndxe5 dxe5 Nxe5 Be3 Qd8 Qe2 Nd7 Nb5"
9607,"why in chess game, player took the following move - d4 Nf6 Nf3 e6 c4 c5 e3 cxd4 exd4 d5 c5 Be7 Bb5+ Nc6 O-O Bd7 a4 b6 b4 Nxb4 Bxd7+ Nxd7 cxb6 Qxb6 Nc3 Nc6 Ne5 Ndxe5 dxe5 Nxe5 Be3 Qd8 Qe2 Nd7 Nb5 a6"
9608,"why in chess game, player took the following move - d4 Nf6 Nf3 e6 c4 c5 e3 cxd4 exd4 d5 c5 Be7 Bb5+ Nc6 O-O Bd7 a4 b6 b4 Nxb4 Bxd7+ Nxd7 cxb6 Qxb6 Nc3 Nc6 Ne5 Ndxe5 dxe5 Nxe5 Be3 Qd8 Qe2 Nd7 Nb5 a6 Nd4"
